interview_id,application_id,round_number,interview_type,score,result,interviewer_feedback,duration_minutes
INT0015097,APP008638,2,HR,65.9,Fail,Needs Improvement,60
INT0015098,APP008638,3,HR,48.6,On Hold,Lacks Domain Knowledge,45
INT0015099,APP008640,1,HR,30.4,Pass,Good Communication,120
INT0015100,APP008641,1,Coding,82.1,Pass,Strong Technical Skills,30
INT0015101,APP008641,2,Case Study,68.1,Pass,Average Performance,45
INT0015102,APP008641,3,Aptitude,99.8,Fail,Average Performance,60
INT0015103,APP008641,4,Technical,90.9,Pass,Average Performance,30
INT0015104,APP008644,1,Case Study,59.5,On Hold,Lacks Domain Knowledge,30
INT0015105,APP008644,2,Case Study,37.3,Fail,Needs Improvement,90
INT0015106,APP008644,3,Case Study,69.0,Pass,Needs Improvement,60
INT0015107,APP008644,4,Case Study,83.3,On Hold,Lacks Domain Knowledge,120
INT0015108,APP008647,1,Technical,80.4,On Hold,Strong Technical Skills,120
INT0015109,APP008647,2,Aptitude,30.4,On Hold,Lacks Domain Knowledge,30
INT0015110,APP008647,3,Technical,58.4,Pass,Lacks Domain Knowledge,60
INT0015111,APP008647,4,HR,43.5,Pass,Good Communication,45
INT0015112,APP008648,1,Technical,47.8,Pass,Lacks Domain Knowledge,60
INT0015113,APP008648,2,Case Study,93.3,On Hold,Average Performance,30
INT0015114,APP008648,3,Case Study,62.1,On Hold,Strong Technical Skills,120
INT0015115,APP008649,1,Technical,80.5,On Hold,Needs Improvement,120
INT0015116,APP008650,1,Group Discussion,93.3,Pass,Good Communication,60
INT0015117,APP008650,2,Group Discussion,94.1,Pass,Lacks Domain Knowledge,90
INT0015118,APP008650,3,Group Discussion,48.9,On Hold,Excellent Problem Solving,45
INT0015119,APP008650,4,Case Study,68.9,On Hold,Strong Technical Skills,120
INT0015120,APP008652,1,HR,81.0,Fail,Good Communication,90
INT0015121,APP008652,2,Coding,94.9,Pass,Needs Improvement,120
INT0015122,APP008652,3,Technical,54.5,On Hold,Lacks Domain Knowledge,90
INT0015123,APP008652,4,Group Discussion,76.0,On Hold,Strong Technical Skills,90
INT0015124,APP008653,1,Technical,78.8,Pass,Excellent Problem Solving,60
INT0015125,APP008653,2,HR,50.8,Pass,Good Communication,60
INT0015126,APP008655,1,Coding,43.0,Fail,Average Performance,30
INT0015127,APP008655,2,Technical,91.0,On Hold,Strong Technical Skills,120
INT0015128,APP008655,3,Group Discussion,38.4,Pass,Lacks Domain Knowledge,90
INT0015129,APP008656,1,HR,78.4,On Hold,Excellent Problem Solving,60
INT0015130,APP008656,2,Aptitude,95.9,Fail,Needs Improvement,45
INT0015131,APP008657,1,Case Study,79.2,On Hold,Good Communication,45
INT0015132,APP008657,2,Coding,53.9,On Hold,Good Communication,30
INT0015133,APP008658,1,Case Study,72.2,Pass,Average Performance,60
INT0015134,APP008659,1,Case Study,86.8,Fail,Average Performance,90
INT0015135,APP008659,2,Coding,92.5,Pass,Strong Technical Skills,120
INT0015136,APP008661,1,Group Discussion,45.1,On Hold,Excellent Problem Solving,45
INT0015137,APP008662,1,Coding,38.5,On Hold,Good Communication,120
INT0015138,APP008662,2,HR,64.6,Pass,Excellent Problem Solving,30
INT0015139,APP008662,3,Aptitude,55.1,Pass,Lacks Domain Knowledge,60
INT0015140,APP008665,1,Coding,85.6,On Hold,Strong Technical Skills,30
INT0015141,APP008665,2,Group Discussion,76.7,On Hold,Excellent Problem Solving,90
INT0015142,APP008665,3,Technical,52.9,Fail,Strong Technical Skills,60
INT0015143,APP008667,1,Technical,69.0,On Hold,Needs Improvement,60
INT0015144,APP008667,2,Technical,74.3,Fail,Excellent Problem Solving,45
INT0015145,APP008667,3,HR,70.5,On Hold,Strong Technical Skills,30
INT0015146,APP008668,1,Coding,36.2,Pass,Good Communication,90
INT0015147,APP008668,2,Group Discussion,76.2,Fail,Strong Technical Skills,90
INT0015148,APP008668,3,Case Study,53.2,Pass,Excellent Problem Solving,60
INT0015149,APP008669,1,Aptitude,53.4,On Hold,Needs Improvement,120
INT0015150,APP008669,2,Coding,41.7,Pass,Lacks Domain Knowledge,120
INT0015151,APP008669,3,Group Discussion,32.4,Fail,Average Performance,45
INT0015152,APP008670,1,Aptitude,88.7,Fail,Strong Technical Skills,30
INT0015153,APP008671,1,Case Study,65.3,Pass,Strong Technical Skills,30
INT0015154,APP008671,2,Group Discussion,46.7,Pass,Needs Improvement,30
INT0015155,APP008671,3,Coding,94.2,Fail,Excellent Problem Solving,45
INT0015156,APP008671,4,Aptitude,43.0,Fail,Needs Improvement,120
INT0015157,APP008672,1,Technical,63.1,Pass,Average Performance,120
INT0015158,APP008672,2,Technical,57.3,On Hold,Lacks Domain Knowledge,90
INT0015159,APP008672,3,Group Discussion,49.6,Pass,Lacks Domain Knowledge,45
INT0015160,APP008675,1,Aptitude,85.0,On Hold,Good Communication,60
INT0015161,APP008675,2,Coding,88.6,Fail,Lacks Domain Knowledge,30
INT0015162,APP008675,3,Technical,68.4,Pass,Average Performance,45
INT0015163,APP008675,4,Aptitude,65.9,Pass,Average Performance,30
INT0015164,APP008676,1,Group Discussion,51.1,On Hold,Good Communication,30
INT0015165,APP008676,2,HR,76.1,On Hold,Needs Improvement,45
INT0015166,APP008676,3,Aptitude,97.1,Pass,Good Communication,120
INT0015167,APP008676,4,HR,87.4,Pass,Average Performance,90
INT0015168,APP008678,1,Coding,52.2,Pass,Needs Improvement,30
INT0015169,APP008678,2,Technical,87.4,Fail,Excellent Problem Solving,30
INT0015170,APP008679,1,Aptitude,67.3,On Hold,Lacks Domain Knowledge,120
INT0015171,APP008679,2,Aptitude,36.8,Pass,Good Communication,60
INT0015172,APP008679,3,HR,89.9,Pass,Excellent Problem Solving,90
INT0015173,APP008679,4,Technical,92.5,On Hold,Needs Improvement,90
INT0015174,APP008681,1,Aptitude,72.2,On Hold,Excellent Problem Solving,45
INT0015175,APP008681,2,HR,39.1,Fail,Lacks Domain Knowledge,120
INT0015176,APP008682,1,HR,36.6,Fail,Needs Improvement,120
INT0015177,APP008682,2,Technical,74.4,On Hold,Excellent Problem Solving,45
INT0015178,APP008683,1,Case Study,70.9,Pass,Needs Improvement,90
INT0015179,APP008683,2,Technical,30.2,Fail,Lacks Domain Knowledge,30
INT0015180,APP008683,3,Case Study,68.8,Fail,Average Performance,90
INT0015181,APP008683,4,Case Study,68.8,Pass,Excellent Problem Solving,30
INT0015182,APP008684,1,Group Discussion,91.6,Fail,Average Performance,45
INT0015183,APP008684,2,Technical,38.2,Fail,Lacks Domain Knowledge,45
INT0015184,APP008685,1,Aptitude,76.6,On Hold,Needs Improvement,90
INT0015185,APP008685,2,Coding,65.2,Fail,Strong Technical Skills,30
INT0015186,APP008685,3,HR,81.5,Fail,Excellent Problem Solving,60
INT0015187,APP008686,1,HR,31.7,On Hold,Good Communication,90
INT0015188,APP008686,2,Case Study,43.5,On Hold,Lacks Domain Knowledge,60
INT0015189,APP008687,1,Aptitude,65.3,Fail,Strong Technical Skills,30
INT0015190,APP008687,2,Technical,90.2,Fail,Good Communication,90
INT0015191,APP008687,3,Technical,34.4,On Hold,Average Performance,90
INT0015192,APP008688,1,HR,76.8,Pass,Average Performance,90
INT0015193,APP008690,1,Case Study,44.5,Fail,Excellent Problem Solving,90
INT0015194,APP008691,1,Case Study,38.1,Pass,Average Performance,120
INT0015195,APP008691,2,Group Discussion,63.2,Pass,Good Communication,30
INT0015196,APP008691,3,Case Study,57.0,Fail,Excellent Problem Solving,30
INT0015197,APP008691,4,Technical,71.0,Pass,Excellent Problem Solving,60
INT0015198,APP008692,1,HR,50.4,Pass,Needs Improvement,45
INT0015199,APP008692,2,Group Discussion,33.7,Fail,Strong Technical Skills,90
INT0015200,APP008694,1,Case Study,40.1,Pass,Needs Improvement,90
INT0015201,APP008694,2,HR,31.9,Fail,Average Performance,60
INT0015202,APP008694,3,Group Discussion,44.0,Fail,Needs Improvement,60
INT0015203,APP008694,4,Aptitude,50.2,Fail,Good Communication,120
INT0015204,APP008696,1,HR,97.3,On Hold,Lacks Domain Knowledge,90
INT0015205,APP008696,2,Technical,58.9,Fail,Excellent Problem Solving,30
INT0015206,APP008696,3,Aptitude,50.8,Fail,Lacks Domain Knowledge,120
INT0015207,APP008696,4,Aptitude,49.9,Pass,Needs Improvement,45
INT0015208,APP008698,1,Group Discussion,76.3,On Hold,Strong Technical Skills,120
INT0015209,APP008699,1,Coding,63.2,Pass,Strong Technical Skills,90
INT0015210,APP008699,2,Group Discussion,82.4,Fail,Excellent Problem Solving,45
INT0015211,APP008699,3,Aptitude,66.5,Pass,Excellent Problem Solving,90
INT0015212,APP008699,4,Coding,95.2,Pass,Needs Improvement,60
INT0015213,APP008702,1,HR,45.0,On Hold,Needs Improvement,120
INT0015214,APP008703,1,Technical,96.2,On Hold,Average Performance,30
INT0015215,APP008703,2,Aptitude,34.0,Pass,Good Communication,60
INT0015216,APP008704,1,HR,40.5,Fail,Good Communication,120
INT0015217,APP008705,1,HR,96.0,On Hold,Good Communication,45
INT0015218,APP008705,2,Coding,87.0,On Hold,Average Performance,90
INT0015219,APP008705,3,Aptitude,79.4,Fail,Average Performance,90
INT0015220,APP008706,1,Technical,82.3,On Hold,Good Communication,120
INT0015221,APP008706,2,Case Study,36.0,On Hold,Strong Technical Skills,60
INT0015222,APP008706,3,Coding,95.0,Fail,Lacks Domain Knowledge,45
INT0015223,APP008709,1,Case Study,31.1,Pass,Needs Improvement,30
INT0015224,APP008710,1,HR,89.2,On Hold,Strong Technical Skills,60
INT0015225,APP008710,2,Technical,58.8,Fail,Excellent Problem Solving,30
INT0015226,APP008710,3,Aptitude,73.2,Pass,Lacks Domain Knowledge,120
INT0015227,APP008712,1,Technical,68.4,Pass,Needs Improvement,90
INT0015228,APP008712,2,Coding,88.3,Fail,Lacks Domain Knowledge,30
INT0015229,APP008715,1,Coding,82.5,Pass,Good Communication,120
INT0015230,APP008715,2,HR,97.3,On Hold,Average Performance,45
INT0015231,APP008715,3,HR,45.3,On Hold,Excellent Problem Solving,90
INT0015232,APP008715,4,Group Discussion,92.3,Fail,Average Performance,120
INT0015233,APP008717,1,Coding,63.6,On Hold,Lacks Domain Knowledge,45
INT0015234,APP008717,2,Technical,48.1,Pass,Needs Improvement,30
INT0015235,APP008718,1,Case Study,90.3,Fail,Excellent Problem Solving,45
INT0015236,APP008718,2,Group Discussion,57.4,On Hold,Lacks Domain Knowledge,45
INT0015237,APP008718,3,Case Study,33.7,On Hold,Average Performance,60
INT0015238,APP008719,1,HR,97.7,On Hold,Good Communication,30
INT0015239,APP008719,2,HR,60.4,Fail,Needs Improvement,120
INT0015240,APP008720,1,Group Discussion,80.2,Pass,Strong Technical Skills,90
INT0015241,APP008722,1,Coding,82.1,Fail,Average Performance,60
INT0015242,APP008722,2,Coding,90.5,Pass,Strong Technical Skills,45
INT0015243,APP008722,3,HR,77.5,On Hold,Lacks Domain Knowledge,60
INT0015244,APP008723,1,Technical,65.1,Pass,Good Communication,90
INT0015245,APP008724,1,Group Discussion,89.0,Pass,Strong Technical Skills,90
INT0015246,APP008724,2,Technical,68.3,Pass,Excellent Problem Solving,45
INT0015247,APP008724,3,HR,91.5,Fail,Lacks Domain Knowledge,90
INT0015248,APP008724,4,Aptitude,69.5,On Hold,Strong Technical Skills,45
INT0015249,APP008726,1,Technical,72.4,Pass,Good Communication,90
INT0015250,APP008727,1,HR,65.5,Pass,Strong Technical Skills,120
INT0015251,APP008727,2,Group Discussion,99.1,Fail,Average Performance,45
INT0015252,APP008727,3,Coding,91.8,Fail,Strong Technical Skills,60
INT0015253,APP008727,4,Group Discussion,42.0,On Hold,Excellent Problem Solving,90
INT0015254,APP008729,1,Aptitude,67.3,Fail,Lacks Domain Knowledge,60
INT0015255,APP008730,1,Aptitude,63.9,On Hold,Excellent Problem Solving,30
INT0015256,APP008730,2,Group Discussion,89.5,Pass,Average Performance,30
INT0015257,APP008730,3,Case Study,73.0,Pass,Good Communication,120
INT0015258,APP008734,1,Coding,86.0,Fail,Excellent Problem Solving,30
INT0015259,APP008735,1,Case Study,46.3,Fail,Good Communication,60
INT0015260,APP008735,2,Aptitude,78.6,On Hold,Strong Technical Skills,45
INT0015261,APP008736,1,Aptitude,69.8,On Hold,Average Performance,60
INT0015262,APP008736,2,Case Study,39.7,Pass,Excellent Problem Solving,30
INT0015263,APP008737,1,HR,81.9,Pass,Strong Technical Skills,60
INT0015264,APP008737,2,Aptitude,69.9,On Hold,Strong Technical Skills,45
INT0015265,APP008738,1,Case Study,36.2,Pass,Excellent Problem Solving,45
INT0015266,APP008739,1,Technical,61.8,Fail,Strong Technical Skills,30
INT0015267,APP008739,2,Group Discussion,64.7,Pass,Average Performance,45
INT0015268,APP008739,3,Case Study,97.1,Fail,Excellent Problem Solving,90
INT0015269,APP008740,1,Technical,55.1,On Hold,Strong Technical Skills,120
INT0015270,APP008740,2,Technical,55.0,Fail,Average Performance,90
INT0015271,APP008740,3,Coding,71.8,Pass,Average Performance,90
INT0015272,APP008740,4,Aptitude,82.6,Fail,Needs Improvement,60
INT0015273,APP008741,1,Group Discussion,79.4,Pass,Needs Improvement,60
INT0015274,APP008741,2,Case Study,67.9,On Hold,Average Performance,60
INT0015275,APP008741,3,Case Study,63.1,Pass,Good Communication,30
INT0015276,APP008743,1,Case Study,33.1,Pass,Needs Improvement,90
INT0015277,APP008743,2,Group Discussion,50.6,Pass,Excellent Problem Solving,45
INT0015278,APP008743,3,Technical,60.5,Pass,Strong Technical Skills,45
INT0015279,APP008745,1,Coding,60.3,Fail,Strong Technical Skills,60
INT0015280,APP008745,2,Group Discussion,93.6,On Hold,Strong Technical Skills,120
INT0015281,APP008746,1,Case Study,83.4,On Hold,Excellent Problem Solving,60
INT0015282,APP008747,1,Group Discussion,64.8,Pass,Strong Technical Skills,120
INT0015283,APP008747,2,Technical,50.3,Fail,Strong Technical Skills,60
INT0015284,APP008749,1,Aptitude,63.9,On Hold,Good Communication,45
INT0015285,APP008751,1,HR,94.1,Pass,Average Performance,45
INT0015286,APP008751,2,Group Discussion,59.2,Fail,Average Performance,45
INT0015287,APP008752,1,Technical,77.6,Fail,Needs Improvement,120
INT0015288,APP008752,2,Coding,95.8,Fail,Good Communication,30
INT0015289,APP008753,1,Aptitude,43.1,Pass,Average Performance,60
INT0015290,APP008753,2,Coding,72.6,Pass,Excellent Problem Solving,60
INT0015291,APP008753,3,HR,94.9,Pass,Excellent Problem Solving,120
INT0015292,APP008753,4,Case Study,38.0,Fail,Excellent Problem Solving,30
INT0015293,APP008754,1,HR,52.0,On Hold,Strong Technical Skills,45
INT0015294,APP008754,2,Case Study,37.5,On Hold,Average Performance,30
INT0015295,APP008755,1,Technical,76.4,Pass,Needs Improvement,60
INT0015296,APP008755,2,Group Discussion,82.2,Fail,Excellent Problem Solving,30
INT0015297,APP008755,3,Case Study,61.4,Fail,Strong Technical Skills,30
INT0015298,APP008755,4,Case Study,56.8,Pass,Lacks Domain Knowledge,90
INT0015299,APP008756,1,Group Discussion,77.4,Fail,Good Communication,120
INT0015300,APP008756,2,Case Study,41.2,Pass,Excellent Problem Solving,60
INT0015301,APP008756,3,HR,39.3,Fail,Lacks Domain Knowledge,120
INT0015302,APP008761,1,Group Discussion,46.9,On Hold,Strong Technical Skills,90
INT0015303,APP008762,1,Group Discussion,67.2,Fail,Strong Technical Skills,120
INT0015304,APP008762,2,HR,69.9,Pass,Good Communication,90
INT0015305,APP008765,1,Technical,92.9,Pass,Good Communication,90
INT0015306,APP008765,2,Aptitude,41.3,Fail,Strong Technical Skills,60
INT0015307,APP008765,3,Technical,58.1,On Hold,Good Communication,60
INT0015308,APP008766,1,Group Discussion,60.8,On Hold,Average Performance,120
INT0015309,APP008766,2,Aptitude,51.9,Fail,Excellent Problem Solving,45
INT0015310,APP008766,3,HR,79.9,Fail,Average Performance,30
INT0015311,APP008768,1,Group Discussion,74.5,On Hold,Strong Technical Skills,30
INT0015312,APP008768,2,HR,48.9,Pass,Average Performance,90
INT0015313,APP008768,3,Case Study,90.5,Pass,Needs Improvement,60
INT0015314,APP008769,1,Aptitude,81.9,On Hold,Lacks Domain Knowledge,30
INT0015315,APP008769,2,Coding,78.3,On Hold,Good Communication,45
INT0015316,APP008769,3,Coding,80.1,Pass,Lacks Domain Knowledge,120
INT0015317,APP008770,1,HR,63.2,Fail,Excellent Problem Solving,90
INT0015318,APP008770,2,Group Discussion,45.2,On Hold,Strong Technical Skills,30
INT0015319,APP008770,3,Aptitude,36.1,Fail,Needs Improvement,120
INT0015320,APP008772,1,Group Discussion,30.0,Fail,Excellent Problem Solving,120
INT0015321,APP008772,2,Group Discussion,32.5,On Hold,Strong Technical Skills,45
INT0015322,APP008772,3,Group Discussion,86.5,Pass,Needs Improvement,60
INT0015323,APP008773,1,Coding,35.4,On Hold,Good Communication,30
INT0015324,APP008773,2,Technical,45.2,Pass,Good Communication,30
INT0015325,APP008773,3,Coding,48.0,Fail,Good Communication,45
INT0015326,APP008774,1,Aptitude,54.5,Fail,Average Performance,45
INT0015327,APP008775,1,Case Study,92.7,Pass,Average Performance,60
INT0015328,APP008775,2,Group Discussion,35.2,Fail,Good Communication,45
INT0015329,APP008775,3,Case Study,49.9,On Hold,Average Performance,90
INT0015330,APP008775,4,Aptitude,99.7,Pass,Lacks Domain Knowledge,90
INT0015331,APP008778,1,Case Study,72.3,Fail,Strong Technical Skills,120
INT0015332,APP008778,2,Group Discussion,95.0,On Hold,Excellent Problem Solving,90
INT0015333,APP008778,3,HR,70.4,Pass,Needs Improvement,90
INT0015334,APP008780,1,Coding,65.6,Fail,Lacks Domain Knowledge,90
INT0015335,APP008780,2,HR,89.2,On Hold,Lacks Domain Knowledge,60
INT0015336,APP008780,3,Case Study,46.0,Pass,Good Communication,120
INT0015337,APP008781,1,Technical,63.6,Pass,Average Performance,120
INT0015338,APP008781,2,HR,47.8,Pass,Good Communication,45
INT0015339,APP008783,1,Case Study,76.4,Fail,Needs Improvement,60
INT0015340,APP008785,1,Case Study,62.6,Fail,Excellent Problem Solving,60
INT0015341,APP008786,1,Technical,50.5,Fail,Needs Improvement,30
INT0015342,APP008787,1,Coding,53.7,Fail,Average Performance,120
INT0015343,APP008787,2,Coding,79.0,Pass,Average Performance,60
INT0015344,APP008787,3,Coding,85.2,Pass,Strong Technical Skills,120
INT0015345,APP008787,4,Coding,77.2,On Hold,Good Communication,30
INT0015346,APP008789,1,Group Discussion,79.1,Pass,Needs Improvement,30
INT0015347,APP008790,1,HR,53.6,Fail,Average Performance,60
INT0015348,APP008790,2,Technical,31.3,Pass,Strong Technical Skills,60
INT0015349,APP008790,3,HR,74.1,Fail,Strong Technical Skills,60
INT0015350,APP008790,4,Technical,85.1,On Hold,Lacks Domain Knowledge,30
INT0015351,APP008791,1,Group Discussion,49.4,On Hold,Lacks Domain Knowledge,90
INT0015352,APP008792,1,HR,74.2,Fail,Lacks Domain Knowledge,120
INT0015353,APP008794,1,Group Discussion,53.2,Pass,Needs Improvement,90
INT0015354,APP008794,2,HR,63.7,On Hold,Excellent Problem Solving,30
INT0015355,APP008795,1,Group Discussion,34.4,On Hold,Good Communication,30
INT0015356,APP008795,2,Case Study,53.0,Pass,Average Performance,30
INT0015357,APP008795,3,Case Study,91.4,On Hold,Needs Improvement,120
INT0015358,APP008796,1,Group Discussion,40.6,Pass,Excellent Problem Solving,120
INT0015359,APP008796,2,Aptitude,65.5,Pass,Good Communication,30
INT0015360,APP008797,1,Technical,87.5,Pass,Excellent Problem Solving,60
INT0015361,APP008799,1,Technical,60.9,On Hold,Strong Technical Skills,90
INT0015362,APP008799,2,HR,36.0,Fail,Average Performance,45
INT0015363,APP008799,3,Case Study,40.5,On Hold,Good Communication,30
INT0015364,APP008799,4,Coding,46.8,Pass,Needs Improvement,30
INT0015365,APP008800,1,Coding,46.4,Pass,Strong Technical Skills,60
INT0015366,APP008800,2,Coding,32.6,Fail,Needs Improvement,90
INT0015367,APP008801,1,Aptitude,69.7,Pass,Lacks Domain Knowledge,90
INT0015368,APP008801,2,HR,87.1,Fail,Lacks Domain Knowledge,60
INT0015369,APP008801,3,Aptitude,72.4,Fail,Needs Improvement,90
INT0015370,APP008802,1,Case Study,69.1,Pass,Strong Technical Skills,90
INT0015371,APP008802,2,Group Discussion,98.5,Pass,Strong Technical Skills,45
INT0015372,APP008802,3,Aptitude,70.1,On Hold,Good Communication,120
INT0015373,APP008804,1,HR,82.9,Fail,Needs Improvement,60
INT0015374,APP008804,2,HR,44.7,Fail,Strong Technical Skills,30
INT0015375,APP008805,1,Aptitude,62.5,Fail,Strong Technical Skills,60
INT0015376,APP008805,2,Group Discussion,64.7,Fail,Lacks Domain Knowledge,60
INT0015377,APP008805,3,Coding,36.1,Fail,Needs Improvement,120
INT0015378,APP008805,4,Case Study,68.5,On Hold,Excellent Problem Solving,120
INT0015379,APP008806,1,Aptitude,33.8,Pass,Strong Technical Skills,45
INT0015380,APP008809,1,Technical,89.4,On Hold,Needs Improvement,30
